Company name,NPRI_Report_ReportYear,Substance name,Current year quantity,Last year quantity,Two years ago quantity,Three years ago quantity,Number of employees,Group,Growth,Province,Price
Air Products Canada Ltd.,2022,Nickel (and its compounds),0,0,0,0,16,Off-site Transfers for Recycling,1,Alberta,1
Air Products Canada Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),512.357,523.547,514.75,541.426,25,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,77.402,77.744,76.034,79.726,16,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,76.309,74.902,73.966,79.67,16,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,Speciated VOCs (62 substances),21.972,0,0,0,25,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,Sulphuric acid,0.001,0.001,0.001,0.001,47,Sum of release to all media (<1tonne),1,Ontario,1
Air Products Canada Ltd.,2022,Total particulate matter,63.512,61.444,60.364,64.166,26,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,Volatile Organic Compounds (VOCs),84.445,118.268,99.142,63.293,25,Releases to Air,1,Alberta,1
Air Products Canada Ltd.,2022,Zinc (and its compounds),21.114,14.599,0,0,15,Off-site Disposal,1,Alberta,1
Aitken Creek Gas Storage ULC,2022,Carbon monoxide,159.28886,116.44,137.348,109.807,22,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,Formaldehyde,13.93073,0,0,0,22,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,Nitrogen oxides (expressed as nitrogen dioxide),341.42142,165.552,189.186,170.347,22,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,PM10 - Particulate Matter <= 10 Micrometers,2.343128,3.134,3.044,3.88,15,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,2.343128,3.134,3.044,3.88,15,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,Speciated VOCs (62 substances),32.772029,0,0,0,22,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,Total particulate matter,5.99812,3.134,3.044,3.88,22,Releases to Air,1,British Columbia,1
Aitken Creek Gas Storage ULC,2022,Volatile Organic Compounds (VOCs),39.147553,274.117,256.418,235.35,22,Releases to Air,1,British Columbia,1
Alliance Grain Terminal Ltd,2022,PM10 - Particulate Matter <= 10 Micrometers,11.9455,16.3892,17.5292,0,95,Releases to Air,1,British Columbia,1
Alliance Grain Terminal Ltd,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,3.2564,4.1099,4.3804,0,95,Releases to Air,1,British Columbia,1
Alliance Grain Terminal Ltd,2022,Total particulate matter,40.799,57.1512,61.2079,0,95,Releases to Air,1,British Columbia,1
Alliance Pipeline Ltd.,2022,Carbon monoxide,0,0,0,0,3,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,3,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,3,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,3,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd. Partnership,2022,Carbon monoxide,32.4948,30.1844,25.4449,30.519,1,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd. Partnership,2022,Nitrogen oxides (expressed as nitrogen dioxide),777.6718,756.0667,622.0108,827.7078,1,Releases to Air,1,Alberta,1
Alliance Pipeline Ltd. Partnership,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.4905,0.455,0.3808,0.4594,1,Releases to Air,1,Alberta,1
Allied Energy Corporation,2022,Carbon monoxide,36.39,39.155,31.338,6.008309,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,Nitrogen oxides (expressed as nitrogen dioxide),11.35,36.501,18.228,1.476379,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,PM10 - Particulate Matter <= 10 Micrometers,12.6,13.287,10.635,1.978582,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,12.6,13.287,10.635,1.978582,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,Speciated VOCs (62 substances),0,0,0,0,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,Sulphur dioxide,591.46,491.039,451.498,197.82,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,Total particulate matter,12.6,13.287,10.635,1.978582,8,Releases to Air,1,Saskatchewan,1
Allied Energy Corporation,2022,Volatile Organic Compounds (VOCs),5.31,6.895,4.936,7.69,8,Releases to Air,1,Saskatchewan,1
AlphaBow Energy Ltd.,2022,Carbon monoxide,0,0,0,0,2,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,3,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,Sulphur dioxide,0,0,0,0,1,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,Total particulate matter,0,0,0,0,1,Releases to Air,1,Alberta,1
AlphaBow Energy Ltd.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,"1,2,4-Trimethylbenzene",0,0,0,0.22847,19,Off-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Ammonia (total),71.872523,24.3409,22.0075,0,63,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Asbestos (friable form only),0,114.52,55.2,4.53,62,Off-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Benzene,19.406537,26.365596,15.0285,21.1109,20,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Carbon monoxide,823.974987,1316.04333,980.949,1186.025,1,Releases to Air,1,British Columbia,1
AltaGas Ltd.,2022,Cobalt (and its compounds),0,0,0,2.1,19,Off-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Cyclohexane,9.790768,5.005093,3.6277,1.15307,10,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
AltaGas Ltd.,2022,Ethylbenzene,4.080099,2.54,2.32884,2.79909,57,Off-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Ethylene glycol,56.096241,45.785584,35.6194,0.212,25,Off-site Disposal,1,British Columbia,1
AltaGas Ltd.,2022,Formaldehyde,72.541805,63.848,64.7773,45.8922,19,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Hydrogen sulphide,937.658101,1130.3743,1189.1114,468.7897,19,Off-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Methanol,3114.755447,967.287956,959.4412,881.9997,63,On-site Disposal,1,Alberta,1
AltaGas Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),1058.85235,1311.20695,982.283,924.646,1,Releases to Air,1,British Columbia,1
AltaGas Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,54.873688,50.52905,38.761,58.343,0,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,47.630016,45.814522,38.761,58.565,0,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Speciated VOCs (62 substances),698.542134,0,0,0,63,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Sulphur dioxide,208.513026,249.5992,212.17,193.409,62,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Toluene,42.427122,55.130067,30.8172,32.8724,20,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Total particulate matter,51.982706,30.131011,24.948,51.296,0,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Total reduced sulphur (expressed as hydrogen sulphide),0.508384,3.507,6.3385,0.7066,60,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Volatile Organic Compounds (VOCs),886.833781,1203.239342,704.4,921.4131,20,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,Xylene (all isomers),27.045051,41.101267,23.19734,25.39506,20,Releases to Air,1,Alberta,1
AltaGas Ltd.,2022,n-Hexane,50.049837,39.109239,25.90354,14.43802,20,Releases to Air,1,Alberta,1
Altex Energy Ltd.,2022,Benzene,0.1863,0.3176,3.4231,5.0651,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Cyclohexane,0.4238,0.7195,0.5881,0.8608,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Ethylbenzene,0.1438,0.2426,0.2007,0.2918,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Formaldehyde,0,0,0.015,0,49,Releases to Land,1,Saskatchewan,1
Altex Energy Ltd.,2022,Speciated VOCs (62 substances),112.1364,0,0,0,30,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Toluene,0.3539,0.6055,3.0039,4.4442,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Volatile Organic Compounds (VOCs),152.4045,261.7687,209.6645,310.38,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,Xylene (all isomers),0.8855,1.5092,0.6799,0.9924,49,Releases to Air,1,Saskatchewan,1
Altex Energy Ltd.,2022,n-Hexane,3.3747,5.7782,6.0744,8.9749,49,Releases to Air,1,Saskatchewan,1
Anderson Energy Inc.,2022,Carbon monoxide,0,0,0,0,2,Releases to Air,1,Alberta,1
Anderson Energy Inc.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,2,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,Carbon monoxide,0,0,0,39.261,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,209.393,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0.444,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0.444,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,Sulphur dioxide,0,0,0,0.067,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,Total particulate matter,0,0,0,0.444,0,Releases to Air,1,Alberta,1
Anegada Oil Corp.,2022,Volatile Organic Compounds (VOCs),0,0,0,548.094,0,Releases to Air,1,Alberta,1
Anjarl Energy (Canada) Ltd.,2022,Speciated VOCs (62 substances),0,0,0,0,0,Releases to Air,1,Saskatchewan,1
Anjarl Energy (Canada) Ltd.,2022,Volatile Organic Compounds (VOCs),0.06,0,0,0,0,Releases to Air,1,Saskatchewan,1
Apache Canada Ltd.,2022,Benzene,0,0,0,0,31,Off-site Disposal,1,Saskatchewan,1
Apache Canada Ltd.,2022,Carbon monoxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Cyclohexane,0,0,0,0,6,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Ethylbenzene,0,0,0,0,6,Off-site Disposal,1,Alberta,1
Apache Canada Ltd.,2022,Ethylene glycol,0,0,0,0,29,Sum of release to all media (<1tonne),1,Saskatchewan,1
Apache Canada Ltd.,2022,Hydrogen sulphide,0,0,0,0,6,On-site Disposal,1,Alberta,1
Apache Canada Ltd.,2022,Methanol,0,0,0,0,6,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,4,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Sulphur dioxide,0,0,0,0,0,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Toluene,0,0,0,0,6,Off-site Disposal,1,Alberta,1
Apache Canada Ltd.,2022,Total particulate matter,0,0,0,0,1,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,31,Releases to Air,1,Saskatchewan,1
Apache Canada Ltd.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,Alberta,1
Apache Canada Ltd.,2022,Xylene (all isomers),0,0,0,0,6,Off-site Disposal,1,Alberta,1
Apache Canada Ltd.,2022,n-Hexane,0,0,0,0,6,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,Carbon monoxide,0,0,360.827,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,227.049,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0.958,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0.958,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,Sulphur dioxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,Total particulate matter,0,0,0.958,0,1,Releases to Air,1,Alberta,1
Apogee Petroleum Inc.,2022,Volatile Organic Compounds (VOCs),0,0,120.127,16.7756,1,Releases to Air,1,Alberta,1
Apollo Health and Beauty Care,2022,Volatile Organic Compounds (VOCs),0,0,0,0,500,Releases to Air,1,Ontario,1
Apollo Health and Beauty Care,2022,Zinc (and its compounds),0,0,0,0,435,Releases to Air,1,Ontario,1
Apollo Health and Beauty Care Inc.,2022,Isopropyl alcohol,0.2373,0,0,0,408,Releases to Air,1,Ontario,1
Apollo Health and Beauty Care Inc.,2022,Speciated VOCs (62 substances),3.351,0,0,0,408,Releases to Air,1,Ontario,1
Apollo Health and Beauty Care Inc.,2022,Volatile Organic Compounds (VOCs),0,18.7381,71.4456,17.5416,411,Releases to Air,1,Ontario,1
Arcan Resources Ltd.,2022,Carbon monoxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Arcan Resources Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,Alberta,1
Arcan Resources Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Arcan Resources Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Arcan Resources Ltd.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,Alberta,1
Archer Exploration Corp.,2022,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,1,Alberta,1
Archer Exploration Corp.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,Alberta,1
Arrow Point Oil and Gas,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,Alberta,1
Arsenal Energy Inc.,2022,Carbon monoxide,0,0,0,0,10,Releases to Air,1,British Columbia,1
Arsenal Energy Inc.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,10,Releases to Air,1,Alberta,1
Arsenal Energy Inc.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,2,Releases to Air,1,Alberta,1
Arsenal Energy Inc.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,2,Releases to Air,1,Alberta,1
Artek Exploration Ltd.,2022,Carbon monoxide,0,0,0,0,2,Releases to Air,1,British Columbia,1
Artek Exploration Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,2,Releases to Air,1,British Columbia,1
Artek Exploration Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,2,Releases to Air,1,British Columbia,1
Artek Exploration Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,2,Releases to Air,1,British Columbia,1
Artek Exploration Ltd.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,2,Releases to Air,1,British Columbia,1
Artis Exploration Ltd.,2022,Carbon monoxide,14.7292,10.9962,10.0291,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),43.9567,69.6794,36.4083,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,0.0637,0.0645,0.0949,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.0637,0.0645,0.0949,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,Speciated VOCs (62 substances),0.0194,0,0,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,Sulphur dioxide,0.0331,0.0314,0.0355,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,Total particulate matter,0.0637,0.0645,0.0949,0,1,Releases to Air,1,Alberta,1
Artis Exploration Ltd.,2022,Volatile Organic Compounds (VOCs),5.5791,4.8299,28.9792,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,Carbon monoxide,0,0,0,53.445,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,29.827,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,13.397,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,13.397,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,Sulphur dioxide,0,0,0,55.258,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,Total particulate matter,0,0,0,13.397,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Limited,2022,Volatile Organic Compounds (VOCs),0,0,0,155.4246,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Carbon monoxide,304.424,243.558,100.228,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Nitrogen oxides (expressed as nitrogen dioxide),260.421,225.719,57.527,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,PM10 - Particulate Matter <= 10 Micrometers,21.828,21.438,11.819,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,21.828,21.438,11.819,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Speciated VOCs (62 substances),92.601604,0,0,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Sulphur dioxide,33.361,47.862,15.772,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Total particulate matter,21.828,21.438,11.819,0,1,Releases to Air,1,Alberta,1
Aspenleaf Energy Ltd.,2022,Volatile Organic Compounds (VOCs),138.334991,292.340123,861.899254,0,1,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,"1,2,4-Trimethylbenzene",40.79923,23.22513,48.379031,225.051,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Benzene,8.27383,4.71562,9.84165,51.027,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Butyl benzyl phthalate,0,0,0,0,137,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Carbon monoxide,792.649806,793.899,869.1225,918.6202,20,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Cyclohexane,0.00015,0,0,0,2,Sum of release to all media (<1tonne),1,Alberta,1
Athabasca Oil Corporation,2022,Ethylbenzene,8.2572,4.67316,9.82209,50.624,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Formaldehyde,0,0,0,6.6386,137,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Hydrogen sulphide,0,0,0,0,20,Sum of release to all media (<1tonne),1,Alberta,1
Athabasca Oil Corporation,2022,Methanol,0,0,0,0,20,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Nitric acid,0,0,0,0,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Nitrogen oxides (expressed as nitrogen dioxide),799.073871,762.3016,902.6734,953.6745,137,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,PM10 - Particulate Matter <= 10 Micrometers,29.264108,27.2778,17.7131,24.2491,137,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,9.565808,8.9521,10.5115,11.3187,137,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Speciated VOCs (62 substances),61.675574,0,0,0,4,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Sulphur dioxide,575.134957,596.357,453.3665,465.8762,20,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Toluene,12.35623,7.10451,14.69619,78.2079,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,Total particulate matter,106.551008,112.608,45.9975,75.1312,137,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Volatile Organic Compounds (VOCs),125.667901,134.517949,138.233444,159.5318,4,Releases to Air,1,Alberta,1
Athabasca Oil Corporation,2022,Xylene (all isomers),12.34259,7.09146,14.85183,85.67,20,Off-site Disposal,1,Alberta,1
Athabasca Oil Corporation,2022,n-Hexane,23.9104,13.88553,28.37945,1.036,20,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Aux Sable Canada L.P.,2022,Carbon monoxide,0,0,0,0,1,Releases to Air,1,British Columbia,1
Aux Sable Canada L.P.,2022,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,British Columbia,1
Aux Sable Canada L.P.,2022,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,British Columbia,1
Aux Sable Canada L.P.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,British Columbia,1
Aux Sable Canada L.P.,2022,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,1,British Columbia,1
Axiom Oil and Gas Inc.,2022,Carbon monoxide,449.2034,541.8047,90.0448,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,Nitrogen oxides (expressed as nitrogen dioxide),341.6702,403.2144,77.0304,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,PM10 - Particulate Matter <= 10 Micrometers,2.4116,2.8844,0.7431,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,PM2.5 - Particulate Matter <= 2.5 Micrometers,2.4116,2.8844,0.7431,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,Speciated VOCs (62 substances),43.0387,0,0,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,Sulphur dioxide,0,0,0,0,2,Releases to Air,1,Alberta,1
Axiom Oil and Gas Inc.,2022,Total particulate matter,2.4116,2.8844,0.7431,0,2,Releases to Air,1,Alberta,1
